Name,Cluster,Dist,f_Dist,r_Dist,log(Age),r_log(Age),Vmag,(B-V)0,log(Lx),log(Lx/Lb),Ref,Simbad,_RA,_DE,Lx,age,logLx_cgs
124,Cl Melotte 25 120      ,Hyades      ,52.7, ,e      ,8.8,"b,e    ",7.73,0.73,22.08,-4.86,43   ,Simbad,72.64090999999999,15.08345,1.2022644346174081e+29,630957344.4801943,29.08
125,BD+17 841              ,Hyades      ,63.3, ,e      ,8.8,"b,e    ",8.82,0.72,22.02,-4.64,43   ,Simbad,76.57495,17.81641,1.0471285480508986e+29,630957344.4801943,29.02
126,Cl Melotte 25 27       ,Hyades      ,50.0, ,e      ,8.8,"b,e    ",8.46,0.72,22.04,-4.56,43   ,Simbad,64.78336999999999,17.52475,1.0964781961431829e+29,630957344.4801943,29.04
127,Cl Melotte 25 132      ,Hyades      ,72.0, ,e      ,8.8,"b,e    ",8.59,0.68,22.02,-4.84,43   ,Simbad,77.43947,28.033620000000003,1.0471285480508986e+29,630957344.4801943,29.02
128,Cl Melotte 25 39       ,Hyades      ,38.2, ,e      ,8.8,"b,e    ",7.87,0.67,22.0,-4.58,43   ,Simbad,65.68652,16.79102,1e+29,630957344.4801943,29.0
129,Cl Melotte 25 58       ,Hyades      ,46.1, ,e      ,8.8,"b,e    ",7.53,0.67,22.32,-4.57,43   ,Simbad,66.46553,18.864060000000002,2.089296130854041e+29,630957344.4801943,29.32
130,Cl Melotte 25 142      ,Hyades      ,50.3, ,e      ,8.8,"b,e    ",8.3,0.65,21.67,-4.98,43   ,Simbad,71.62661,15.47205,4.677351412872001e+28,630957344.4801943,28.67
131,Cl Melotte 25 64       ,Hyades      ,46.6, ,e      ,8.8,"b,e    ",8.14,0.65,21.93,-4.71,43   ,Simbad,66.66717,16.7469,8.511380382023758e+28,630957344.4801943,28.93
132,Cl Melotte 25 18       ,Hyades      ,48.5, ,e      ,8.8,"b,e    ",8.06,0.63,22.25,-4.46,43   ,Simbad,63.61356,12.435319999999999,1.778279410038923e+29,630957344.4801943,29.25
133,Cl Melotte 25 97       ,Hyades      ,51.4, ,e      ,8.8,"b,e    ",7.92,0.62,22.0,-4.81,43   ,Simbad,68.64712,15.504620000000001,1e+29,630957344.4801943,29.0
134,Cl Melotte 25 2        ,Hyades      ,45.0,1,e      ,8.8,"b,e    ",7.78,0.61,22.18,-4.58,43   ,Simbad,49.386590000000005,7.69015,1.5135612484362071e+29,630957344.4801943,29.18
135,Cl Melotte 25 102      ,Hyades      ,44.7, ,e      ,8.8,"b,e    ",7.54,0.61,22.19,-4.65,43   ,Simbad,69.38328,15.14645,1.5488166189124859e+29,630957344.4801943,29.19
136,Cl Melotte 25 52       ,Hyades      ,43.9, ,e      ,8.8,"b,e    ",7.8,0.59,22.01,-4.71,43   ,Simbad,66.11802,16.88617,1.0232929922807578e+29,630957344.4801943,29.01
137,Cl Melotte 25 49       ,Hyades      ,52.7, ,e      ,8.8,"b,e    ",8.24,0.58,21.98,-4.72,43   ,Simbad,66.05326,16.37893,9.54992586021437e+28,630957344.4801943,28.98
138,Cl Melotte 25 50       ,Hyades      ,45.9, ,e      ,8.8,"b,e    ",7.61,0.58,22.74,-4.09,43   ,Simbad,66.0519,14.75821,5.4954087385762255e+29,630957344.4801943,29.74
139,Cl Melotte 25 118      ,Hyades      ,50.2, ,e      ,8.8,"b,e    ",7.74,0.57,21.82,-5.04,43   ,Simbad,72.38385,15.88875,6.606934480075964e+28,630957344.4801943,28.82
140,Cl Melotte 25 105      ,Hyades      ,44.9, ,e      ,8.8,"b,e    ",7.53,0.57,22.15,-4.7,43   ,Simbad,69.71370999999999,23.14997,1.4125375446227496e+29,630957344.4801943,29.15
141,Cl Melotte 25 1        ,Hyades      ,43.1, ,e      ,8.8,"b,e    ",7.4,0.56,21.53,-5.33,43   ,Simbad,49.35995,7.655810000000001,3.388441561392034e+28,630957344.4801943,28.53
142,Cl Melotte 25 31       ,Hyades      ,46.4, ,e      ,8.8,"b,e    ",7.46,0.56,22.09,-4.81,43   ,Simbad,65.05403000000001,19.23348,1.2302687708123812e+29,630957344.4801943,29.09
143,Cl Melotte 25 29       ,Hyades      ,47.3, ,e      ,8.8,"b,e    ",6.89,0.55,22.32,-4.82,43   ,Simbad,64.97856999999999,16.52259,2.089296130854041e+29,630957344.4801943,29.32
144,Cl Melotte 25 119      ,Hyades      ,44.3, ,e      ,8.8,"b,e    ",7.11,0.55,22.2,-4.8,43   ,Simbad,72.5997,17.20266,1.584893192461111e+29,630957344.4801943,29.2
145,Cl Melotte 25 113      ,Hyades      ,41.2, ,e      ,8.8,"b,e    ",7.26,0.55,22.3,-4.57,43   ,Simbad,71.68989,9.01742,1.995262314968883e+29,630957344.4801943,29.3
146,Cl Melotte 25 40       ,Hyades      ,41.9, ,e      ,8.8,"b,e    ",7.0,0.55,22.37,-4.62,43   ,Simbad,65.68405,15.05609,2.3442288153199276e+29,630957344.4801943,29.37
147,Cl Melotte 25 66       ,Hyades      ,48.4, ,e      ,8.8,"b,e    ",7.51,0.54,22.3,-4.62,43   ,Simbad,66.94198,11.736419999999999,1.995262314968883e+29,630957344.4801943,29.3
148,Cl Melotte 25 122      ,Hyades      ,52.0, ,e      ,8.8,"b,e    ",6.77,0.54,22.63,-4.65,43   ,Simbad,72.80221999999999,11.068019999999999,4.265795188015917e+29,630957344.4801943,29.63
149,Cl Melotte 25 62       ,Hyades      ,51.0, ,e      ,8.8,"b,e    ",7.38,0.53,21.81,-5.2,43   ,Simbad,66.57706999999999,21.47043,6.456542290346537e+28,630957344.4801943,28.81
150,Cl Melotte 25 65       ,Hyades      ,46.5, ,e      ,8.8,"b,e    ",7.42,0.53,22.06,-4.86,43   ,Simbad,66.89954,15.589189999999999,1.1481536214968794e+29,630957344.4801943,29.06
151,Cl Melotte 25 59       ,Hyades      ,47.9, ,e      ,8.8,"b,e    ",7.49,0.53,22.39,-4.52,43   ,Simbad,66.52441999999999,15.524329999999999,2.4547089156850338e+29,630957344.4801943,29.39
152,Cl Melotte 25 75       ,Hyades      ,52.0, ,e      ,8.8,"b,e    ",6.59,0.52,22.17,-5.17,43   ,Simbad,67.24905,16.1591,1.4791083881682132e+29,630957344.4801943,29.17
153,Cl Melotte 25 48       ,Hyades      ,44.0, ,e      ,8.8,"b,e    ",7.14,0.51,22.28,-4.69,43   ,Simbad,66.06073,21.73624,1.905460717963252e+29,630957344.4801943,29.28
154,Cl Melotte 25 19       ,Hyades      ,47.0, ,e      ,8.8,"b,e    ",7.12,0.5,22.29,-4.75,43   ,Simbad,63.643080000000005,10.70138,1.9498445997580417e+29,630957344.4801943,29.29
155,Cl Melotte 25 124      ,Hyades      ,54.2, ,e      ,8.8,"b,e    ",6.29,0.49,22.41,-5.08,43   ,Simbad,72.95828,13.65515,2.5703957827688646e+29,630957344.4801943,29.41
156,Cl Melotte 25 77       ,Hyades      ,47.2, ,e      ,8.8,"b,e    ",7.03,0.49,22.38,-4.7,43   ,Simbad,67.33564,17.54494,2.3988329190194847e+29,630957344.4801943,29.38
157,Cl Melotte 25 57       ,Hyades      ,51.2, ,e      ,8.8,"b,e    ",6.46,0.48,22.6,-4.77,43   ,Simbad,66.40549,15.94101,3.9810717055349854e+29,630957344.4801943,29.6
158,Cl Melotte 25 86       ,Hyades      ,54.4, ,e      ,8.8,"b,e    ",7.04,0.46,22.21,-4.98,43   ,Simbad,67.73821,10.75177,1.621810097358933e+29,630957344.4801943,29.21
159,Cl Melotte 25 34       ,Hyades      ,50.3, ,e      ,8.8,"b,e    ",6.17,0.45,22.39,-5.08,43   ,Simbad,65.21967,13.864429999999999,2.4547089156850338e+29,630957344.4801943,29.39
160,Cl Melotte 25 157      ,Hyades      ,45.0,1,e      ,8.8,"b,e    ",5.79,0.43,21.57,-5.96,43   ,Simbad,33.94187,25.78294,3.715352290971728e+28,630957344.4801943,28.57
161,Cl Melotte 25 36       ,Hyades      ,49.0, ,e      ,8.8,"b,e    ",6.81,0.43,21.86,-5.33,43   ,Simbad,65.38445,18.417579999999997,7.2443596007498914e+28,630957344.4801943,28.86
162,Cl Melotte 25 35       ,Hyades      ,51.0, ,e      ,8.8,"b,e    ",6.8,0.43,22.07,-5.16,43   ,Simbad,65.38186999999999,21.03988,1.1748975549395303e+29,630957344.4801943,29.07
163,Cl Melotte 25 101      ,Hyades      ,53.9, ,e      ,8.8,"b,e    ",6.65,0.43,22.57,-4.77,43   ,Simbad,69.16968,15.86933,3.7153522909717275e+29,630957344.4801943,29.57
164,Cl Melotte 25 94       ,Hyades      ,51.9, ,e      ,8.8,"b,e    ",6.62,0.42,22.37,-4.95,43   ,Simbad,68.44434,13.251879999999998,2.3442288153199276e+29,630957344.4801943,29.37
165,Cl Melotte 25 13       ,Hyades      ,47.2, ,e      ,8.8,"b,e    ",6.62,0.41,21.91,-5.32,43   ,Simbad,62.67652,18.42325,8.128305161640995e+28,630957344.4801943,28.91
166,Cl Melotte 25 8        ,Hyades      ,43.6, ,e      ,8.8,"b,e    ",6.37,0.41,22.2,-5.06,43   ,Simbad,59.91874,10.33039,1.584893192461111e+29,630957344.4801943,29.2
167,Cl Melotte 25 16       ,Hyades      ,60.0, ,e      ,8.8,"b,e    ",7.05,0.41,22.38,-4.89,43   ,Simbad,63.62675,22.45187,2.3988329190194847e+29,630957344.4801943,29.38
168,Cl Melotte 25 90       ,Hyades      ,43.3, ,e      ,8.8,"b,e    ",6.4,0.4,21.92,-5.32,43   ,Simbad,68.02004000000001,5.41004,8.317637711026744e+28,630957344.4801943,28.92
169,Cl Melotte 25 37       ,Hyades      ,49.3, ,e      ,8.8,"b,e    ",6.61,0.4,22.25,-5.02,43   ,Simbad,65.39498,14.40979,1.778279410038923e+29,630957344.4801943,29.25
170,Cl Melotte 25 53       ,Hyades      ,49.0, ,e      ,8.8,"b,e    ",5.97,0.36,22.03,-5.49,43   ,Simbad,66.23803000000001,19.04201,1.0715193052376093e+29,630957344.4801943,29.03
171,Cl Melotte 25 32       ,Hyades      ,47.1, ,e      ,8.8,"b,e    ",6.11,0.36,22.18,-5.25,43   ,Simbad,65.10462,18.74261,1.5135612484362071e+29,630957344.4801943,29.18
172,Cl Melotte 25 160      ,Hyades      ,45.0,1,e      ,8.8,"b,e    ",5.46,0.35,22.36,-5.29,43   ,Simbad,60.98584,8.19727,2.29086765276777e+29,630957344.4801943,29.36
173,Cl Melotte 25 6        ,Hyades      ,44.3, ,e      ,8.8,"b,e    ",5.97,0.33,21.89,-5.55,43   ,Simbad,58.29186,17.32708,7.762471166286928e+28,630957344.4801943,28.89
174,Cl Melotte 25 38       ,Hyades      ,47.6, ,e      ,8.8,"b,e    ",5.72,0.31,21.7,-5.9,43   ,Simbad,65.51465999999999,14.0772,5.0118723362727145e+28,630957344.4801943,28.7
175,Cl Melotte 25 68       ,Hyades      ,48.3, ,e      ,8.8,"b,e    ",5.9,0.31,21.65,-5.88,43   ,Simbad,67.09751,14.740979999999999,4.466835921509617e+28,630957344.4801943,28.65
176,Cl Melotte 25 103      ,Hyades      ,52.1, ,e      ,8.8,"b,e    ",5.79,0.3,21.56,-6.09,43   ,Simbad,69.53934,16.03329,3.630780547701003e+28,630957344.4801943,28.56
177,VXR PSPC 41            ,IC2391      ,146.0, ,"a,b    ",7.7,"a,b,c  ",13.57,1.25,22.66,-3.21,"44,42",Simbad,130.49125,-52.871390000000005,4.570881896148752e+29,50118723.36272725,29.66
178,VXR PSPC 38a           ,IC2391      ,146.0, ,"a,b    ",7.7,"a,b,c  ",13.36,1.23,22.64,-3.32,"44,42",Simbad,130.41541999999998,-52.99278,4.365158322401666e+29,50118723.36272725,29.64
179,VXR PSPC 76a           ,IC2391      ,146.0, ,"a,b    ",7.7,"a,b,c  ",12.76,1.04,22.93,-3.11,"44,42",Simbad,131.36221,-52.86725,8.511380382023758e+29,50118723.36272725,29.93
180,VXR PSPC 35a           ,IC2391      ,146.0, ,"a,b    ",7.7,"a,b,c  ",12.56,0.99,23.11,-3.0,"44,42",Simbad,130.35783,-53.37822,1.2882495516931323e+30,50118723.36272725,30.11
181,VXR PSPC 62a           ,IC2391      ,146.0, ,"a,b    ",7.7,"a,b,c  ",11.73,0.85,23.04,-3.3,"44,42",Simbad,130.87204,-52.691219999999994,1.0964781961431829e+30,50118723.36272725,30.04
182,VXR PSPC 12            ,IC2391      ,146.0, ,"a,b    ",7.7,"a,b,c  ",11.86,0.84,22.63,-3.63,"44,42",Simbad,129.97133,-52.96597,4.265795188015917e+29,50118723.36272725,29.63
183,VXR PSPC 45a           ,IC2391      ,146.0, ,"a,b    ",7.7,"a,b,c  ",10.7,0.8,23.1,-3.62,"44,42",Simbad,130.5615,-52.93403000000001,1.2589254117941713e+30,50118723.36272725,30.1
184,VXR PSPC 72            ,IC2391      ,146.0, ,"a,b    ",7.7,"a,b,c  ",11.46,0.72,23.18,-3.21,"44,42",Simbad,131.109,-52.70899,1.513561248436207e+30,50118723.36272725,30.18
185,VXR PSPC 05            ,IC2391      ,146.0, ,"a,b    ",7.7,"a,b,c  ",10.29,0.68,22.36,-4.47,"44,42",Simbad,129.73196000000002,-52.96436,2.29086765276777e+29,50118723.36272725,29.36
186,VXR PSPC 11            ,IC2391      ,146.0, ,"a,b    ",7.7,"a,b,c  ",9.96,0.64,23.27,-3.68,"44,42",Simbad,129.91175,-53.16867,1.8620871366628655e+30,50118723.36272725,30.27
187,VXR PSPC 70            ,IC2391      ,146.0, ,"a,b    ",7.7,"a,b,c  ",10.85,0.63,22.84,-3.77,"44,42",Simbad,131.02161,-52.888119999999994,6.918309709189363e+29,50118723.36272725,29.84
188,VXR PSPC 14            ,IC2391      ,146.0, ,"a,b    ",7.7,"a,b,c  ",10.45,0.57,23.17,-3.59,"44,42",Simbad,130.02596,-53.63525,1.4791083881682132e+30,50118723.36272725,30.17
189,VXR PSPC 52            ,IC2391      ,146.0, ,"a,b    ",7.7,"a,b,c  ",10.3,0.56,22.66,-4.16,"44,42",Simbad,130.69418000000002,-53.01707,4.570881896148752e+29,50118723.36272725,29.66
190,VXR PSPC 77a           ,IC2391      ,146.0, ,"a,b    ",7.7,"a,b,c  ",9.91,0.5,23.18,-3.77,"44,42",Simbad,131.41301,-52.433209999999995,1.513561248436207e+30,50118723.36272725,30.18
191,VXR PSPC 66            ,IC2391      ,146.0, ,"a,b    ",7.7,"a,b,c  ",9.73,0.47,22.43,-4.59,"44,42",Simbad,130.96792,-53.23327,2.691534803926914e+29,50118723.36272725,29.43
192,VXR PSPC 07            ,IC2391      ,146.0, ,"a,b    ",7.7,"a,b,c  ",9.63,0.46,23.07,-3.98,"44,42",Simbad,129.74921,-53.02393000000001,1.1748975549395303e+30,50118723.36272725,30.07
193,VXR PSPC 30            ,IC2391      ,146.0, ,"a,b    ",7.7,"a,b,c  ",9.88,0.46,22.47,-4.48,"44,42",Simbad,130.29158,-52.902919999999995,2.951209226666378e+29,50118723.36272725,29.47
194,VXR PSPC 44            ,IC2391      ,146.0, ,"a,b    ",7.7,"a,b,c  ",9.69,0.42,23.08,-3.95,"44,42",Simbad,130.55129,-53.1011,1.2022644346174082e+30,50118723.36272725,30.08
195,VXR PSPC 08            ,IC2391      ,146.0, ,"a,b    ",7.7,"a,b,c  ",8.78,0.41,23.59,-3.8,"44,42",Simbad,129.76418,-52.71105,3.8904514499428045e+30,50118723.36272725,30.59
196,[RSP95]24              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",14.61,1.39,22.46,-3.07,"45,42",Simbad,158.94708,-64.31278,2.8840315031266115e+29,37153522.90971728,29.46
197,[RSP95]56              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",13.64,1.39,22.66,-2.99,"45,42",Simbad,160.4385,-64.46767,4.570881896148752e+29,37153522.90971728,29.66
198,[RSP95]94              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",13.33,1.35,22.46,-3.56,"45,42",Simbad,162.36,-64.65,2.8840315031266115e+29,37153522.90971728,29.46
199,[RSP95]93              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",13.79,1.33,22.11,-3.6,"45,42",Simbad,162.10578999999998,-64.37889,1.2882495516931324e+29,37153522.90971728,29.11
200,[RSP95]96              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",12.94,1.21,22.74,-3.18,"45,42",Simbad,162.48686999999998,-63.80531,5.4954087385762255e+29,37153522.90971728,29.74
201,[RSP95]89              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",12.97,1.2,22.41,-3.49,"45,42",Simbad,161.71587,-63.57103000000001,2.5703957827688646e+29,37153522.90971728,29.41
202,[RSP95]88              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",12.71,1.16,22.46,-3.54,"45,42",Simbad,161.64717,-64.06239000000001,2.8840315031266115e+29,37153522.90971728,29.46
203,[RSP95]29              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",12.73,1.07,22.65,-3.21,"45,42",Simbad,159.15821,-64.79831,4.466835921509617e+29,37153522.90971728,29.65
204,[RSP95]52              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",12.19,1.03,22.74,-3.33,"45,42",Simbad,160.21403999999998,-64.71330999999999,5.4954087385762255e+29,37153522.90971728,29.74
205,IC2602 134             ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",10.66,0.91,23.02,-3.69,"45,42",Simbad,161.37508,-64.42246999999999,1.0471285480508986e+30,37153522.90971728,30.02
206,[RSP95]43              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",12.14,0.91,23.06,-3.01,"45,42",Simbad,159.98321,-63.99166999999999,1.1481536214968795e+30,37153522.90971728,30.06
207,[RSP95]68              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",11.32,0.91,23.39,-3.03,"45,42",Simbad,161.05808000000002,-64.77425,2.4547089156850335e+30,37153522.90971728,30.39
208,[RSP95]15              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",11.75,0.89,23.34,-2.96,"45,42",Simbad,158.42427,-64.2293,2.1877616239495517e+30,37153522.90971728,30.34
209,[RSP95]95              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",11.73,0.83,23.28,-2.9,"45,42",Simbad,162.45167,-64.77463,1.905460717963252e+30,37153522.90971728,30.28
210,[RSP95]59              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",11.86,0.82,23.04,-3.13,"45,42",Simbad,160.73042,-63.93111,1.0964781961431829e+30,37153522.90971728,30.04
211,[RSP95]49              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",11.71,0.75,22.11,-4.09,"45,42",Simbad,160.11125,-64.5575,1.2882495516931324e+29,37153522.90971728,29.11
212,[RSP95]70              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",10.92,0.65,22.08,-4.44,"45,42",Simbad,161.094,-64.25836,1.2022644346174081e+29,37153522.90971728,29.08
213,[RSP95]66              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",11.07,0.64,22.72,-3.76,"45,42",Simbad,161.02837,-63.993080000000006,5.2480746024977126e+29,37153522.90971728,29.72
214,[RSP95]92              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",10.26,0.63,23.03,-3.72,"45,42",Simbad,162.07658,-64.16478000000001,1.0715193052376092e+30,37153522.90971728,30.03
215,[RSP95]58              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",10.57,0.61,23.41,-3.22,"45,42",Simbad,160.673,-64.35122,2.5703957827688645e+30,37153522.90971728,30.41
216,[RSP95]72              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",10.89,0.6,23.51,-3.01,"45,42",Simbad,161.24835,-65.03864,3.2359365692962943e+30,37153522.90971728,30.51
217,[RSP95]83              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",10.7,0.58,23.04,-3.55,"45,42",Simbad,161.56187,-64.04945,1.0964781961431829e+30,37153522.90971728,30.04
218,[RSP95]85              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",9.87,0.52,22.08,-4.74,"45,42",Simbad,161.61995,-64.13266999999999,1.2022644346174081e+29,37153522.90971728,29.08
219,[RSP95]21              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",9.5,0.51,23.2,-3.83,"45,42",Simbad,158.72043,-64.89950999999999,1.584893192461111e+30,37153522.90971728,30.2
220,[RSP95]41              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",8.86,0.47,23.18,-4.13,"45,42",Simbad,159.87792,-65.08333,1.513561248436207e+30,37153522.90971728,30.18
221,[RSP95]79              ,IC2602      ,161.0, ,"a,b    ",7.57,"a,b,f  ",9.08,0.44,22.83,-4.38,"45,42",Simbad,161.36745,-64.22918,6.76082975391979e+29,37153522.90971728,29.83
222,Cl* NGC1039 JP425      ,NGC1039     ,491.0, ,"a,b    ",8.28,"a,b    ",15.02,1.01,22.87,-3.26,46   ,Simbad,40.634370000000004,42.818529999999996,7.413102413009193e+29,190546071.79632443,29.87
223,Cl* NGC1039 JP158      ,NGC1039     ,491.0, ,"a,b    ",8.28,"a,b    ",14.59,0.77,22.94,-3.27,46   ,Simbad,40.39686,42.68398,8.709635899560832e+29,190546071.79632443,29.94
224,Cl* NGC1039 JP320      ,NGC1039     ,491.0, ,"a,b    ",8.28,"a,b    ",13.48,0.73,22.58,-4.06,46   ,Simbad,40.538959999999996,42.70178,3.801893963205597e+29,190546071.79632443,29.58
225,Cl* NGC1039 JP319      ,NGC1039     ,491.0, ,"a,b    ",8.28,"a,b    ",13.11,0.72,22.9,-3.89,46   ,Simbad,40.53904,42.82878,7.94328234724279e+29,190546071.79632443,29.9
226,Cl* NGC1039 JP317      ,NGC1039     ,491.0, ,"a,b    ",8.28,"a,b    ",13.42,0.67,22.5,-4.15,46   ,Simbad,40.53617,42.69661,3.162277660168379e+29,190546071.79632443,29.5
227,Cl* NGC1039 JP362      ,NGC1039     ,491.0, ,"a,b    ",8.28,"a,b    ",12.49,0.54,23.09,-3.91,46   ,Simbad,40.57875,42.780440000000006,1.2302687708123812e+30,190546071.79632443,30.09
228,Cl* NGC1039 JP270      ,NGC1039     ,491.0, ,"a,b    ",8.28,"a,b    ",12.6,0.53,22.82,-4.13,46   ,Simbad,40.491,42.81367,6.606934480075965e+29,190546071.79632443,29.82
229,Cl* NGC1039 JP146      ,NGC1039     ,491.0, ,"a,b    ",8.28,"a,b    ",12.32,0.49,22.75,-4.31,46   ,Simbad,40.38646,42.61189,5.6234132519034904e+29,190546071.79632443,29.75
230,Cl* NGC1039 JP257      ,NGC1039     ,491.0, ,"a,b    ",8.28,"a,b    ",12.34,0.39,23.16,-3.88,46   ,Simbad,40.47767,42.79586,1.445439770745928e+30,190546071.79632443,30.16
231,Cl* NGC2516 JTH 10702  ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",16.27,1.41,22.18,-3.52,47   ,Simbad,119.81596,-60.79294,1.5135612484362071e+29,114815362.14968841,29.18
232,Cl* NGC2516 JTH 10010  ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",17.18,1.41,22.14,-3.19,47   ,Simbad,119.73494,-60.789680000000004,1.3803842646028867e+29,114815362.14968841,29.14
233,Cl* NGC2516 JTH 9185   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",18.33,1.4,22.31,-2.55,47   ,Simbad,119.65258,-60.80175,2.0417379446695234e+29,114815362.14968841,29.31
234,Cl* NGC2516 JTH 7358   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",17.8,1.39,22.33,-2.73,47   ,Simbad,119.45541999999999,-60.847359999999995,2.1379620895022238e+29,114815362.14968841,29.33
235,Cl* NGC2516 JTH 8556   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",18.94,1.38,21.94,-2.66,47   ,Simbad,119.58671000000001,-60.771640000000005,8.709635899560832e+28,114815362.14968841,28.94
236,Cl* NGC2516 JTH 9015   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",16.76,1.37,21.87,-3.59,47   ,Simbad,119.63578999999999,-60.996080000000006,7.413102413009193e+28,114815362.14968841,28.87
237,Cl* NGC2516 JTH 9283   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",16.89,1.36,21.87,-3.52,47   ,Simbad,119.66242,-60.80647,7.413102413009193e+28,114815362.14968841,28.87
238,Cl* NGC2516 JTH 8893   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",16.18,1.35,22.71,-2.96,47   ,Simbad,119.62421,-60.81681,5.1286138399136586e+29,114815362.14968841,29.71
239,Cl* NGC2516 JTH 7782   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",15.76,1.33,22.77,-3.05,47   ,Simbad,119.50146000000001,-60.870059999999995,5.888436553555884e+29,114815362.14968841,29.77
240,Cl* NGC2516 JTH 7276   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",16.42,1.32,22.08,-3.47,47   ,Simbad,119.44617,-60.86081,1.2022644346174081e+29,114815362.14968841,29.08
241,Cl* NGC2516 JTH 8047   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",16.12,1.27,22.01,-3.61,47   ,Simbad,119.53103999999999,-60.74261,1.0232929922807578e+29,114815362.14968841,29.01
242,Cl* NGC2516 JTH 7001   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",15.71,1.25,22.45,-3.32,47   ,Simbad,119.416,-60.777609999999996,2.8183829312644494e+29,114815362.14968841,29.45
243,Cl* NGC2516 JTH 5024   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",16.32,1.25,22.62,-2.9,47   ,Simbad,119.19621000000001,-60.722919999999995,4.168693834703364e+29,114815362.14968841,29.62
244,Cl* NGC2516 JTH 6492   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",15.94,1.2,22.36,-3.29,47   ,Simbad,119.35875,-60.761140000000005,2.29086765276777e+29,114815362.14968841,29.36
245,Cl* NGC2516 JTH 7690   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",15.15,1.19,22.15,-3.81,47   ,Simbad,119.49186999999999,-60.76239,1.4125375446227496e+29,114815362.14968841,29.15
246,Cl* NGC2516 JTH 5061   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",15.41,1.18,22.9,-2.95,47   ,Simbad,119.20071000000002,-60.77531,7.94328234724279e+29,114815362.14968841,29.9
247,Cl* NGC2516 JTH 8776   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",15.78,1.18,21.92,-3.78,47   ,Simbad,119.61187,-60.75283,8.317637711026744e+28,114815362.14968841,28.92
248,Cl* NGC2516 JTH 8126   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",15.64,1.15,22.06,-3.68,47   ,Simbad,119.5395,-60.994780000000006,1.1481536214968794e+29,114815362.14968841,29.06
249,Cl* NGC2516 JTH 7937   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",15.36,1.09,21.94,-3.87,47   ,Simbad,119.51908,-60.67494,8.709635899560832e+28,114815362.14968841,28.94
250,Cl* NGC2516 JTH 8584   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",14.68,1.07,22.39,-3.69,47   ,Simbad,119.59003999999999,-60.98064,2.4547089156850338e+29,114815362.14968841,29.39
251,Cl* NGC2516 JTH 8502   ,NGC2516     ,361.0, ,"a,b    ",8.06,"a,b    ",15.25,1.05,22.07,-3.77,47   ,Simbad,119.58025,-60.866690000000006,1.1748975549395303e+29,114815362.14968841,29.07
